,search_trends_fever,search_trends_low_grade_fever,search_trends_chills,search_trends_cough,search_trends_shallow_breathing,search_trends_shortness_of_breath,search_trends_fatigue,search_trends_muscle_weakness,search_trends_cluster_headache,search_trends_headache,search_trends_sore_throat,search_trends_nasal_congestion,search_trends_nausea,search_trends_vomiting,search_trends_diarrhea,date,location_key
12477,4.46,0.27,0.35,4.83,0.06,0.76,5.14,0.19,0.15,4.17,1.77,1.74,1.88,2.41,3.73,2021-11-12,SG
12478,4.75,0.27,0.41,4.92,0.08,0.79,5.62,0.29,0.16,4.47,1.75,1.79,1.85,2.68,4.12,2021-11-13,SG
12479,4.82,0.27,0.31,5.09,0.1,0.95,6.41,0.29,0.18,4.76,1.89,1.79,2.11,2.78,4.86,2021-11-14,SG
12480,4.88,0.3,0.34,5.03,0.11,0.93,6.23,0.3,0.14,4.62,1.88,1.7,2.08,2.62,4.39,2021-11-15,SG
12481,4.54,0.28,0.32,4.99,0.08,0.95,6.42,0.26,0.16,4.54,1.96,1.57,2.09,2.56,3.92,2021-11-16,SG
12482,4.52,0.26,0.32,5.02,0.09,0.85,5.97,0.22,0.15,4.58,1.75,1.64,1.94,2.5,4.01,2021-11-17,SG
12483,4.38,0.3,0.34,4.97,0.08,0.88,5.96,0.23,0.16,4.41,1.86,1.55,1.86,2.5,4.08,2021-11-18,SG
12484,4.29,0.23,0.39,4.89,0.09,0.79,5.12,0.23,0.15,4.17,1.76,1.62,1.82,2.27,3.7,2021-11-19,SG
12485,4.53,0.25,0.31,5.23,0.08,0.84,5.44,0.17,0.18,4.38,1.85,1.83,1.93,2.5,4.07,2021-11-20,SG
12486,4.62,0.29,0.38,5.22,0.11,0.94,5.69,0.24,0.17,4.6,1.91,1.65,2.01,2.7,4.16,2021-11-21,SG
12487,4.45,0.28,0.34,5.22,0.08,0.89,5.76,0.26,0.15,4.62,1.88,1.69,2.03,2.64,4.08,2021-11-22,SG
12488,4.2,0.26,0.31,4.92,0.08,0.87,5.64,0.22,0.16,4.46,1.82,1.66,1.96,2.68,4.24,2021-11-23,SG
12489,4.1,0.27,0.39,5.02,0.08,0.88,5.59,0.23,0.17,4.45,1.7,1.67,1.78,2.55,4.15,2021-11-24,SG
12490,4.19,0.25,0.32,5.03,0.07,0.87,5.45,0.24,0.16,4.31,1.71,1.67,1.99,2.45,3.94,2021-11-25,SG
12491,4.09,0.25,0.32,4.86,0.05,0.74,5.3,0.18,0.14,4.22,1.76,1.81,2.07,2.49,4.03,2021-11-26,SG
12492,4.41,0.25,0.29,5.07,0.07,0.79,5.07,0.2,0.15,4.28,1.92,1.89,1.96,2.38,4.27,2021-11-27,SG
12493,4.33,0.27,0.37,5.2,0.07,0.81,5.91,0.23,0.14,4.4,1.84,1.86,2.16,2.78,4.3,2021-11-28,SG
12494,4.73,0.31,0.3,5.32,0.08,0.83,6.08,0.21,0.16,4.46,1.91,1.75,2.12,2.69,4.3,2021-11-29,SG
12495,4.59,0.25,0.36,5.29,0.09,0.78,6.13,0.23,0.17,4.44,1.84,1.9,1.95,2.55,4.2,2021-11-30,SG
12496,4.25,0.28,0.33,5.16,0.07,0.83,5.73,0.21,0.16,4.35,1.73,1.76,1.87,2.5,3.88,2021-12-01,SG
12497,3.92,0.17,0.3,5.08,0.08,0.81,5.38,0.23,0.14,4.04,1.75,1.7,1.87,2.47,4.06,2021-12-02,SG
12498,4.12,0.22,0.36,5.05,0.08,0.74,4.86,0.19,0.15,4.0,1.75,1.69,1.99,2.52,3.92,2021-12-03,SG
12499,3.99,0.2,0.36,5.16,0.08,0.81,5.13,0.19,0.15,4.3,1.66,1.91,1.96,2.52,4.05,2021-12-04,SG
12500,4.12,0.26,0.33,5.35,0.08,0.81,5.73,0.2,0.14,4.34,1.71,1.86,2.0,2.59,4.46,2021-12-05,SG
12501,4.26,0.23,0.34,5.36,0.08,0.78,5.87,0.29,0.17,4.34,1.74,1.84,2.06,2.64,4.09,2021-12-06,SG
12502,3.99,0.26,0.33,5.33,0.07,0.79,5.91,0.23,0.15,4.17,1.76,1.94,1.98,2.62,4.31,2021-12-07,SG
12503,3.99,0.23,0.32,5.04,0.08,0.81,5.69,0.25,0.13,4.12,1.73,1.86,1.97,2.51,4.21,2021-12-08,SG
12504,3.82,0.23,0.31,4.72,0.07,0.85,5.31,0.23,0.18,4.05,1.52,1.71,1.99,2.6,4.3,2021-12-09,SG
12505,3.57,0.14,0.3,4.93,0.08,0.7,4.97,0.21,0.14,3.9,1.54,1.72,2.03,2.5,4.1,2021-12-10,SG
12506,3.6,0.17,0.3,5.31,0.07,0.69,4.91,0.2,0.17,4.07,1.59,1.78,2.03,2.58,4.28,2021-12-11,SG
12507,3.86,0.21,0.38,5.12,0.09,0.78,5.28,0.22,0.16,4.24,1.59,1.77,2.19,2.66,4.25,2021-12-12,SG
12508,3.84,0.24,0.38,5.02,0.09,0.82,5.46,0.24,0.14,4.17,1.64,1.6,2.06,2.52,4.09,2021-12-13,SG
12509,4.09,0.24,0.34,5.07,0.07,0.82,5.62,0.23,0.16,4.05,1.64,1.68,2.22,2.76,4.19,2021-12-14,SG
12510,4.04,0.25,0.35,4.76,0.07,0.75,5.36,0.27,0.16,4.0,1.6,1.62,2.89,2.73,4.82,2021-12-15,SG
12511,4.12,0.24,0.33,4.69,0.08,0.81,5.31,0.27,0.14,4.05,1.65,1.62,2.46,2.62,4.47,2021-12-16,SG
12512,3.86,0.27,0.27,4.43,0.08,0.68,4.66,0.22,0.12,3.87,1.57,1.55,2.08,2.56,3.9,2021-12-17,SG
12513,3.83,0.26,0.31,4.56,0.06,0.65,4.74,0.17,0.16,4.21,1.49,1.72,1.96,2.64,3.97,2021-12-18,SG
12514,4.18,0.25,0.35,4.66,0.08,0.77,4.95,0.22,0.13,4.08,1.64,1.64,2.02,2.71,4.43,2021-12-19,SG
12515,4.33,0.23,0.36,4.71,0.06,0.8,5.33,0.22,0.14,4.18,1.65,1.69,2.03,2.7,4.22,2021-12-20,SG
12516,4.72,0.31,0.32,4.78,0.07,0.83,5.29,0.24,0.19,4.24,1.62,1.69,2.13,2.64,4.2,2021-12-21,SG
12517,4.31,0.3,0.32,4.73,0.08,0.77,5.02,0.18,0.16,4.09,1.63,1.63,2.21,2.62,4.31,2021-12-22,SG
12518,4.09,0.26,0.32,4.33,0.09,0.71,4.77,0.21,0.13,4.0,1.49,1.59,2.12,2.61,4.12,2021-12-23,SG
12519,3.86,0.25,0.35,4.51,,0.63,4.31,0.15,0.11,4.02,1.5,1.6,2.09,2.56,4.13,2021-12-24,SG
12520,3.63,0.16,0.34,4.53,0.05,0.64,4.61,0.18,0.15,4.07,1.58,1.74,2.2,2.77,4.48,2021-12-25,SG
12521,4.3,0.29,0.39,4.74,0.06,0.83,5.17,0.19,0.14,4.29,1.66,1.74,2.19,2.91,4.61,2021-12-26,SG
12522,5.07,0.38,0.44,4.97,0.09,0.8,5.78,0.21,0.16,4.43,1.72,1.76,2.34,2.95,4.65,2021-12-27,SG
12523,4.98,0.38,0.38,5.0,0.07,0.85,5.84,0.23,0.13,4.53,1.66,1.9,2.28,2.95,4.59,2021-12-28,SG
12524,4.98,0.31,0.4,4.82,0.07,0.72,5.43,0.22,0.15,4.4,1.58,1.84,2.27,2.83,4.4,2021-12-29,SG
12525,4.57,0.3,0.34,4.51,0.08,0.68,4.52,0.23,0.17,4.19,1.57,1.6,2.15,2.71,3.99,2021-12-30,SG
12526,4.07,0.22,0.38,4.15,,0.62,4.08,0.18,0.12,4.07,1.52,1.53,2.15,2.88,4.05,2021-12-31,SG
12527,3.97,0.22,0.31,4.95,0.06,0.69,4.58,0.17,0.13,4.16,1.74,1.89,2.09,2.81,4.25,2022-01-01,SG
12528,4.62,0.33,0.43,5.11,0.06,0.79,5.33,0.2,0.15,3.94,1.8,1.77,2.11,3.01,4.56,2022-01-02,SG
12529,5.39,0.37,0.47,5.04,0.07,0.77,5.77,0.24,0.16,4.33,1.69,1.78,2.2,2.79,4.41,2022-01-03,SG
12530,5.47,0.39,0.47,5.21,0.08,0.83,5.96,0.24,0.19,4.53,1.82,1.82,2.19,2.85,4.45,2022-01-04,SG
12531,5.69,0.37,0.43,5.45,0.06,0.86,6.0,0.23,0.14,4.42,1.77,1.9,2.13,2.9,4.37,2022-01-05,SG
12532,5.83,0.38,0.43,5.33,0.09,0.82,5.83,0.27,0.13,4.34,1.81,1.9,2.16,2.72,4.46,2022-01-06,SG
12533,5.53,0.31,0.45,5.32,0.08,0.79,5.38,0.32,0.12,4.12,1.95,1.89,2.01,2.67,4.07,2022-01-07,SG
12534,5.92,0.35,0.42,5.52,0.08,0.83,5.64,0.17,0.15,4.44,1.89,1.96,2.21,2.85,4.41,2022-01-08,SG
12535,6.27,0.51,0.45,5.67,0.07,0.87,6.07,0.24,0.1,4.45,1.95,1.96,2.2,2.92,4.69,2022-01-09,SG
12536,6.13,0.44,0.45,5.85,0.08,0.86,6.33,0.24,0.19,4.49,2.06,1.93,2.2,2.8,4.5,2022-01-10,SG
12537,5.99,0.42,0.41,5.89,0.08,0.94,6.2,0.24,0.15,4.42,2.03,1.94,2.2,2.79,4.29,2022-01-11,SG
12538,5.8,0.43,0.4,5.42,0.06,0.77,6.32,0.24,0.13,4.33,1.91,1.8,2.03,2.73,4.35,2022-01-12,SG
12539,5.94,0.42,0.41,5.66,0.09,0.81,5.98,0.21,0.15,4.29,2.06,1.98,1.98,2.69,4.23,2022-01-13,SG
12540,5.67,0.37,0.46,5.79,0.07,0.77,5.54,0.23,0.17,4.22,2.05,2.04,1.95,2.69,3.96,2022-01-14,SG
12541,6.1,0.41,0.44,6.02,0.1,0.75,5.54,0.2,0.13,4.24,2.1,2.15,2.13,2.79,4.29,2022-01-15,SG
12542,6.34,0.44,0.47,6.16,0.07,0.96,6.22,0.24,0.16,4.4,2.2,2.15,2.3,3.05,4.71,2022-01-16,SG
12543,6.1,0.45,0.41,6.25,0.09,0.83,6.22,0.24,0.17,4.55,2.37,1.88,2.19,3.0,4.49,2022-01-17,SG
12544,6.01,0.42,0.41,6.33,0.1,0.95,6.46,0.23,0.16,4.57,2.31,1.92,2.22,2.87,4.62,2022-01-18,SG
12545,5.83,0.39,0.46,6.37,0.09,0.87,6.44,0.33,0.15,4.41,2.35,1.99,2.14,2.87,4.52,2022-01-19,SG
12546,5.92,0.36,0.43,6.11,0.08,0.89,5.77,0.23,0.14,4.29,2.26,1.93,2.05,2.86,4.5,2022-01-20,SG
12547,5.61,0.38,0.46,5.93,0.08,0.73,5.45,0.22,0.12,3.97,2.36,1.95,1.93,2.67,4.03,2022-01-21,SG
12548,6.35,0.42,0.43,6.41,0.09,0.82,5.54,0.19,0.14,4.33,2.34,2.19,2.01,2.88,4.31,2022-01-22,SG
12549,6.68,0.5,0.47,6.73,0.06,0.91,6.15,0.24,0.16,4.45,2.52,2.15,2.25,2.99,4.59,2022-01-23,SG
12550,6.42,0.48,0.52,6.78,0.11,0.92,6.26,0.25,0.18,4.62,2.63,2.17,2.26,2.99,4.57,2022-01-24,SG
12551,6.72,0.45,0.47,6.89,0.08,0.95,6.29,0.21,0.14,4.5,2.69,2.04,2.13,3.01,4.58,2022-01-25,SG
12552,6.41,0.42,0.38,6.84,0.09,0.96,6.14,0.24,0.15,4.45,2.69,2.03,2.06,2.89,4.73,2022-01-26,SG
12553,6.16,0.49,0.4,6.43,0.08,0.87,5.98,0.2,0.17,4.19,2.71,2.07,2.06,2.78,4.29,2022-01-27,SG
12554,6.17,0.39,0.41,6.58,0.05,0.83,5.43,0.2,0.14,4.17,2.8,2.19,2.0,2.73,4.17,2022-01-28,SG
12555,6.26,0.45,0.44,7.06,0.07,0.79,5.25,0.24,0.17,4.43,2.95,2.39,2.05,2.87,4.1,2022-01-29,SG
12556,5.92,0.37,0.41,6.77,0.07,0.77,4.98,0.2,0.13,4.07,2.77,2.11,2.0,2.85,4.28,2022-01-30,SG
12557,6.04,0.39,0.34,6.24,0.06,0.72,4.84,0.18,0.14,4.04,2.86,2.13,1.9,2.71,4.02,2022-01-31,SG
12558,6.43,0.39,0.38,7.03,0.05,0.92,5.09,0.18,0.1,4.15,3.17,2.26,1.9,2.73,4.05,2022-02-01,SG
12559,6.46,0.45,0.41,7.47,0.08,1.01,6.21,0.2,0.13,4.43,3.31,2.3,2.27,2.98,4.64,2022-02-02,SG
12560,6.84,0.47,0.37,7.6,0.07,0.95,6.18,0.2,0.13,4.36,3.39,2.3,2.09,3.1,4.46,2022-02-03,SG
12561,7.0,0.54,0.46,8.09,0.07,0.87,5.5,0.2,0.14,4.37,3.63,2.31,2.11,2.87,4.04,2022-02-04,SG
12562,7.33,0.54,0.47,7.97,0.07,0.9,5.71,0.2,0.15,4.57,3.58,2.38,2.14,2.89,4.32,2022-02-05,SG
12563,7.44,0.68,0.5,8.13,0.1,1.01,6.25,0.29,0.17,4.68,3.53,2.31,2.2,2.98,4.79,2022-02-06,SG
12564,7.49,0.65,0.53,8.23,0.1,0.88,6.26,0.3,0.16,4.79,3.64,2.2,2.25,3.04,4.59,2022-02-07,SG
12565,7.76,0.66,0.51,8.17,0.1,1.04,6.33,0.25,0.14,4.72,3.63,2.26,2.25,3.0,4.61,2022-02-08,SG
12566,7.25,0.58,0.54,8.04,0.11,1.02,6.0,0.27,0.19,4.48,3.57,2.26,2.12,2.86,4.55,2022-02-09,SG
12567,7.49,0.59,0.59,8.09,0.08,0.92,5.81,0.23,0.18,4.22,3.79,2.26,1.95,2.8,4.63,2022-02-10,SG
12568,7.33,0.52,0.52,7.95,0.06,0.85,5.1,0.2,0.15,4.19,3.46,2.21,2.0,2.74,4.19,2022-02-11,SG
12569,8.15,0.6,0.58,8.53,0.09,0.85,5.7,0.2,0.13,4.58,4.04,2.71,2.25,3.05,4.52,2022-02-12,SG
12570,8.78,0.71,0.57,9.14,0.07,0.97,6.12,0.24,0.17,4.54,4.21,2.52,2.28,3.28,4.78,2022-02-13,SG
12571,8.8,0.76,0.55,9.34,0.1,1.01,6.58,0.21,0.18,4.87,4.18,2.45,2.28,3.23,4.72,2022-02-14,SG
12572,8.58,0.73,0.54,9.44,0.11,0.98,6.42,0.23,0.15,4.45,4.64,2.29,2.24,3.04,4.68,2022-02-15,SG
12573,8.33,0.71,0.6,9.68,0.09,0.99,6.72,0.24,0.17,4.29,4.72,2.4,2.27,3.06,4.65,2022-02-16,SG
12574,8.4,0.67,0.54,9.97,0.07,0.97,6.42,0.24,0.15,4.4,4.67,2.54,2.19,2.92,4.49,2022-02-17,SG
12575,8.36,0.7,0.53,10.07,0.07,0.96,5.76,0.34,0.14,4.38,4.88,2.66,2.16,2.97,4.24,2022-02-18,SG
12576,9.12,0.75,0.52,10.37,0.08,0.84,5.86,0.23,0.13,4.58,5.0,2.91,2.37,3.16,4.79,2022-02-19,SG
12577,9.16,0.78,0.54,10.63,0.07,1.08,6.57,0.23,0.19,4.86,5.14,2.72,2.38,3.27,5.22,2022-02-20,SG
12578,9.16,0.78,0.6,11.19,0.08,0.97,6.93,0.28,0.19,4.94,5.19,2.8,2.36,3.19,4.91,2022-02-21,SG
12579,8.98,0.75,0.56,11.2,0.09,1.04,6.96,0.23,0.18,4.77,5.54,2.75,2.29,3.3,4.81,2022-02-22,SG
12580,8.57,0.71,0.51,11.0,0.1,0.96,6.25,0.23,0.15,4.57,5.26,2.71,2.17,3.09,4.53,2022-02-23,SG
12581,7.95,0.64,1.4,10.71,0.06,0.94,5.73,0.22,0.17,4.58,5.15,2.64,2.13,2.96,4.59,2022-02-24,SG
12582,7.85,0.6,0.67,10.57,0.1,0.87,5.5,0.24,0.15,4.38,5.19,2.72,2.07,2.85,4.37,2022-02-25,SG
12583,8.27,0.58,0.58,10.94,0.1,0.87,5.8,0.2,0.14,4.7,5.43,3.02,2.09,3.2,4.48,2022-02-26,SG
12584,8.73,0.76,0.55,11.36,0.11,1.02,6.36,0.21,0.13,4.84,5.25,2.84,2.39,3.59,5.0,2022-02-27,SG
12585,8.57,0.73,0.56,11.28,0.09,1.07,6.53,0.2,0.16,4.78,5.2,2.78,2.57,3.92,4.64,2022-02-28,SG
12586,8.48,0.67,0.52,11.82,0.1,0.99,6.34,0.23,0.22,4.64,6.12,2.91,2.83,3.75,4.62,2022-03-01,SG
12587,7.95,0.64,0.52,11.15,0.11,1.01,5.91,0.22,0.18,4.75,5.7,2.84,2.18,3.12,4.4,2022-03-02,SG
12588,7.54,0.64,0.45,10.88,0.1,0.98,6.03,0.22,0.29,4.69,5.54,2.76,2.31,3.11,4.62,2022-03-03,SG
12589,7.33,0.52,0.44,11.04,0.08,0.89,5.45,0.2,0.14,4.42,5.67,2.81,2.13,3.08,4.44,2022-03-04,SG
12590,8.0,0.55,0.48,11.19,0.06,0.91,5.62,0.18,0.16,4.74,5.72,3.0,2.23,3.08,4.41,2022-03-05,SG
12591,8.37,0.73,0.53,11.14,0.1,1.07,6.62,0.18,0.17,4.83,5.16,2.85,2.5,3.29,5.12,2022-03-06,SG
12592,7.7,0.55,0.51,11.29,0.09,0.94,6.2,0.19,0.17,5.07,5.27,2.62,2.41,3.12,4.93,2022-03-07,SG
12593,7.76,0.66,0.49,11.42,0.12,1.0,6.67,0.22,0.17,4.63,5.32,2.88,2.6,3.11,4.94,2022-03-08,SG
12594,7.19,0.52,0.43,10.78,0.09,1.02,6.39,0.23,0.17,4.72,4.88,2.6,2.97,3.09,5.46,2022-03-09,SG
12595,7.25,0.47,0.4,10.2,0.08,0.97,6.51,0.22,0.19,4.52,4.75,2.69,2.8,2.99,5.08,2022-03-10,SG
12596,6.83,0.46,0.4,10.11,0.1,0.89,5.59,0.29,0.13,4.28,4.71,2.56,2.13,2.75,4.48,2022-03-11,SG
12597,7.13,0.47,0.45,10.46,0.08,0.85,7.13,0.27,0.14,4.71,4.86,2.79,2.28,2.84,4.66,2022-03-12,SG
12598,6.95,0.43,0.43,9.77,0.07,1.0,7.69,0.26,0.18,4.46,4.5,2.62,2.39,3.01,4.87,2022-03-13,SG
12599,6.62,0.48,0.42,9.88,0.1,1.04,6.94,0.23,0.16,4.69,4.19,2.48,2.48,3.26,4.68,2022-03-14,SG
12600,6.48,0.49,0.44,12.78,0.09,1.02,6.43,0.25,0.12,4.48,4.25,2.44,2.31,3.02,4.83,2022-03-15,SG
12601,6.3,0.46,0.42,9.88,0.1,0.91,6.41,0.27,0.16,4.64,3.93,2.5,2.42,3.06,4.98,2022-03-16,SG
12602,5.97,0.39,0.38,8.94,0.1,0.94,6.35,0.23,0.14,4.37,3.65,2.38,2.28,2.9,5.06,2022-03-17,SG
12603,5.88,0.37,0.38,8.77,0.11,0.81,6.01,0.25,0.13,4.25,3.75,2.4,2.43,2.85,4.76,2022-03-18,SG
12604,6.1,0.33,0.34,9.26,0.08,0.88,5.92,0.23,0.18,4.67,3.9,2.49,2.44,3.01,5.09,2022-03-19,SG
12605,6.51,0.42,0.39,8.58,0.1,0.98,6.82,0.23,0.16,4.64,3.6,2.38,2.38,3.22,5.23,2022-03-20,SG
12606,6.22,0.44,0.4,8.49,0.1,0.94,7.2,0.26,0.19,4.94,3.49,2.25,2.64,3.34,5.37,2022-03-21,SG
12607,5.83,0.39,0.38,8.34,0.11,0.99,7.42,0.27,0.14,4.59,3.35,2.19,2.73,3.33,5.24,2022-03-22,SG
12608,5.5,0.35,0.38,7.91,0.13,1.01,7.18,0.23,0.16,4.35,3.16,2.04,2.37,3.32,4.99,2022-03-23,SG
12609,5.39,0.3,0.28,7.31,0.09,0.87,6.2,0.2,0.16,4.28,2.84,1.91,2.31,3.1,4.76,2022-03-24,SG
12610,5.06,0.26,0.31,7.09,0.1,0.82,5.77,0.24,0.12,4.09,2.86,2.0,2.14,2.92,4.61,2022-03-25,SG
12611,5.1,0.31,0.39,7.02,0.07,0.82,5.63,0.19,0.12,4.25,2.86,2.12,2.26,2.88,4.75,2022-03-26,SG
12612,5.54,0.32,0.36,6.99,0.07,0.93,6.44,0.23,0.16,4.58,2.92,2.13,2.34,3.25,5.26,2022-03-27,SG
12613,5.16,0.38,0.33,7.13,0.08,0.92,6.36,0.23,0.15,4.42,2.8,2.06,2.31,3.25,5.18,2022-03-28,SG
12614,5.32,0.31,0.33,6.99,0.07,0.95,6.26,0.27,0.13,4.32,2.66,1.89,2.2,3.14,4.84,2022-03-29,SG
12615,5.73,0.3,0.33,6.96,0.1,0.89,6.38,0.26,0.17,4.56,2.67,1.91,2.1,3.22,4.91,2022-03-30,SG
12616,4.97,0.27,0.34,6.4,0.08,0.87,5.79,0.23,0.14,4.21,2.46,1.69,1.99,2.84,4.83,2022-03-31,SG
12617,4.85,0.26,0.34,6.48,0.08,0.79,5.38,0.22,0.12,4.11,2.5,1.92,2.1,2.91,4.54,2022-04-01,SG
12618,4.92,0.29,0.31,6.35,0.09,0.78,5.52,0.22,0.15,4.21,2.52,2.12,2.05,2.98,4.76,2022-04-02,SG
12619,5.3,0.3,0.37,6.58,0.09,0.86,6.22,0.21,0.17,4.7,2.57,2.01,2.3,3.38,5.25,2022-04-03,SG
12620,5.38,0.33,0.38,6.83,0.1,0.88,6.33,0.23,0.17,4.8,2.69,1.99,2.19,3.21,5.25,2022-04-04,SG
12621,5.27,0.32,0.31,7.11,0.12,0.93,6.42,0.2,0.15,4.37,2.59,2.0,2.18,3.14,5.1,2022-04-05,SG
12622,5.09,0.28,0.35,6.63,0.08,0.89,6.09,0.24,0.15,4.25,2.38,1.99,2.05,2.95,5.7,2022-04-06,SG
12623,5.01,0.23,0.34,6.37,0.06,0.82,5.99,0.24,0.12,4.02,2.44,1.9,2.12,2.95,5.22,2022-04-07,SG
12624,5.53,0.26,0.35,6.27,0.09,0.71,5.47,0.25,0.14,3.83,2.6,1.97,1.93,2.75,5.66,2022-04-08,SG
12625,6.18,0.27,0.36,6.55,0.06,0.8,5.6,0.26,0.11,4.03,2.37,2.14,2.08,3.09,5.75,2022-04-09,SG
12626,7.27,0.29,0.33,6.71,0.08,0.87,6.17,0.22,0.16,4.26,2.29,1.98,2.42,3.35,5.67,2022-04-10,SG
12627,5.98,0.28,0.41,6.7,0.09,0.84,6.4,0.26,0.15,4.31,2.49,2.01,2.19,3.11,6.11,2022-04-11,SG
12628,5.65,0.26,0.38,6.65,0.09,0.88,6.21,0.26,0.14,4.29,2.37,2.13,2.13,3.03,6.4,2022-04-12,SG
12629,5.34,0.25,0.3,6.43,0.05,0.81,5.87,0.23,0.13,4.01,2.26,1.98,2.12,2.96,5.78,2022-04-13,SG
12630,4.89,0.25,0.29,5.77,0.07,0.77,4.78,0.18,0.07,3.76,2.12,1.92,1.8,2.71,4.68,2022-04-14,SG
12631,6.11,0.25,0.36,6.59,0.04,0.8,5.49,0.26,0.13,4.09,2.28,2.24,1.97,2.99,5.27,2022-04-15,SG
12632,5.81,0.27,0.33,6.52,0.07,0.72,5.44,0.23,0.1,4.06,2.66,2.16,2.05,3.12,5.29,2022-04-16,SG
12633,6.0,0.3,0.31,6.96,0.1,0.92,6.09,0.22,0.17,4.4,2.4,2.06,2.19,3.25,5.86,2022-04-17,SG
12634,5.98,0.29,0.38,7.07,0.09,0.91,6.51,0.24,0.18,4.42,2.46,2.06,2.23,3.19,5.71,2022-04-18,SG
12635,6.76,0.27,0.34,6.88,0.09,0.85,6.4,0.25,0.15,4.42,2.46,2.0,2.19,3.18,5.41,2022-04-19,SG
12636,6.07,0.28,0.34,6.69,0.07,0.84,6.01,0.23,0.17,4.52,2.41,1.96,2.19,3.02,5.49,2022-04-20,SG
12637,5.65,0.25,0.33,6.58,0.08,0.83,5.95,0.25,0.11,4.74,2.31,1.92,2.04,2.85,5.27,2022-04-21,SG
12638,5.37,0.21,0.25,6.29,0.08,0.71,5.36,0.2,0.15,4.12,2.27,2.13,1.96,2.83,4.92,2022-04-22,SG
12639,5.49,0.24,0.34,6.58,0.05,0.78,5.22,0.24,0.15,4.05,2.38,1.97,2.04,2.95,4.99,2022-04-23,SG
12640,6.79,0.29,0.39,6.83,0.06,0.92,6.04,0.28,0.14,4.45,2.33,2.01,2.12,3.14,5.57,2022-04-24,SG
12641,6.53,0.3,0.37,6.92,0.07,0.88,6.44,0.27,0.18,4.43,2.45,1.99,2.22,3.2,5.22,2022-04-25,SG
12642,6.51,0.35,0.29,6.94,0.09,0.88,6.32,0.27,0.13,4.33,2.48,1.96,2.19,3.26,5.26,2022-04-26,SG
12643,6.08,0.25,0.38,6.72,0.07,0.83,5.94,0.23,0.17,4.27,2.54,1.94,2.15,3.12,5.2,2022-04-27,SG
12644,6.53,0.26,0.3,6.45,0.07,0.76,5.56,0.25,0.13,4.19,2.24,1.85,1.99,3.04,5.04,2022-04-28,SG
12645,5.95,0.19,0.33,6.27,0.08,0.73,5.11,0.19,0.12,4.02,2.52,1.88,1.86,2.87,4.88,2022-04-29,SG
12646,6.36,0.22,0.28,6.76,0.06,0.75,5.26,0.25,0.14,4.09,2.43,1.98,2.06,3.31,5.08,2022-04-30,SG
12647,6.2,0.22,0.33,6.91,0.1,0.76,5.15,0.23,0.14,3.97,2.35,2.15,1.97,3.15,5.23,2022-05-01,SG
12648,6.55,0.27,0.38,7.15,0.06,0.8,5.75,0.26,0.09,3.89,2.47,2.2,2.04,3.17,5.49,2022-05-02,SG
12649,6.82,0.37,0.36,7.43,0.09,0.79,6.22,0.33,0.13,4.19,2.49,2.18,2.19,3.54,6.3,2022-05-03,SG
12650,6.87,0.34,0.32,7.37,0.08,0.91,6.08,0.28,0.13,4.07,2.61,2.1,2.25,3.44,5.97,2022-05-04,SG
12651,6.79,0.34,0.3,7.25,0.09,0.88,6.13,0.24,0.13,4.2,2.78,2.04,2.27,3.41,5.46,2022-05-05,SG
12652,6.42,0.33,0.32,6.91,0.09,0.79,5.46,0.22,0.14,4.11,2.62,1.97,2.23,3.2,5.11,2022-05-06,SG
12653,6.34,0.26,0.34,6.92,0.08,0.73,5.16,0.19,0.12,4.15,2.73,2.15,2.05,3.05,5.27,2022-05-07,SG
12654,7.18,0.34,0.38,7.71,0.05,0.82,6.08,0.2,0.13,4.4,2.65,2.05,2.44,3.55,6.16,2022-05-08,SG
12655,7.24,0.32,0.36,7.86,0.09,0.94,6.32,0.23,0.12,4.65,2.86,2.12,2.33,3.4,5.9,2022-05-09,SG
12656,7.28,0.35,0.33,7.76,0.08,0.89,6.25,0.23,0.18,4.38,2.88,2.18,2.32,3.36,5.58,2022-05-10,SG
12657,7.29,0.36,0.37,7.85,0.1,0.87,6.08,0.24,0.13,4.17,2.9,2.25,2.2,3.3,5.46,2022-05-11,SG
12658,7.18,0.34,0.37,7.61,0.09,0.91,5.98,0.24,0.14,4.19,2.72,2.16,2.19,3.3,5.52,2022-05-12,SG
12659,6.52,0.26,0.34,7.52,0.07,0.81,5.2,0.22,0.14,3.94,2.78,2.19,1.99,3.05,4.94,2022-05-13,SG
12660,8.63,0.26,0.34,7.56,0.08,0.73,5.31,0.2,0.12,4.03,2.77,2.24,2.17,3.22,5.28,2022-05-14,SG
12661,7.86,0.32,0.34,8.09,0.06,0.73,5.27,0.2,0.13,4.13,2.89,2.34,2.12,3.16,5.29,2022-05-15,SG
12662,9.01,0.38,0.39,8.86,0.07,0.91,6.23,0.2,0.17,4.54,3.0,2.31,2.43,7.23,10.26,2022-05-16,SG
12663,9.0,0.41,0.4,9.11,0.06,0.97,6.4,0.18,0.18,4.69,3.33,2.39,2.5,4.26,7.27,2022-05-17,SG
12664,8.7,0.39,0.36,8.7,0.09,0.91,6.34,0.25,0.13,4.46,3.22,2.33,2.27,3.48,5.72,2022-05-18,SG
12665,7.72,0.39,0.36,8.52,0.05,0.93,6.06,0.24,0.14,4.24,3.08,2.27,2.32,3.39,5.52,2022-05-19,SG
